atc5,minsan,days
C09AA04,037770029,7
C09AA04,037770017,4
D07AD01,037769039,16.667
D07AD01,037769027,8
D07AD01,037769015,4
G04BD06,037768773,150
G04BD06,037768761,126
G04BD06,037768759,84
G04BD06,037768746,56
G04BD06,037768734,50
G04BD06,037768722,42
G04BD06,037768710,30
G04BD06,037768708,28
G04BD06,037768696,25
G04BD06,037768684,15
G04BD06,037768672,14
G04BD06,037768660,10
G04BD06,037768658,7
G04BD06,037768645,126
G04BD06,037768633,84
G04BD06,037768621,42
G04BD06,037768619,150
G04BD06,037768607,147
G04BD06,037768595,126
G04BD06,037768583,90
G04BD06,037768571,84
G04BD06,037768569,75
G04BD06,037768557,73.5
G04BD06,037768544,45
G04BD06,037768532,42
G04BD06,037768520,30
G04BD06,037768518,21
G04BD06,037768506,15
G04BD06,037768494,420
G04BD06,037768482,252
G04BD06,037768470,168
G04BD06,037768468,150
G04BD06,037768456,147
G04BD06,037768443,126
G04BD06,037768431,90
G04BD06,037768429,84
G04BD06,037768417,75
G04BD06,037768405,73.5
G04BD06,037768393,30
G04BD06,037768381,42
G04BD06,037768379,30
G04BD06,037768367,21
G04BD06,037768355,280
G04BD06,037768342,100
G04BD06,037768330,98
G04BD06,037768328,84
G04BD06,037768316,60
G04BD06,037768304,56
G04BD06,037768292,50
G04BD06,037768280,49
G04BD06,037768278,30
G04BD06,037768266,28
G04BD06,037768254,20
G04BD06,037768241,14
G04BD06,037768239,10
G04BD06,037768227,112
G04BD06,037768215,100
G04BD06,037768203,98
G04BD06,037768191,84
G04BD06,037768189,60
G04BD06,037768177,50
G04BD06,037768165,56
G04BD06,037768153,49
G04BD06,037768140,30
G04BD06,037768138,28
G04BD06,037768126,20
G04BD06,037768114,14
G04BD06,037768102,150
G04BD06,037768090,56
G04BD06,037768088,50
G04BD06,037768076,30
G04BD06,037768064,28
G04BD06,037768052,25
G04BD06,037768049,15
G04BD06,037768037,14
G04BD06,037768025,10
G04BD06,037768013,7
A04AA01,037767023,2.5
A04AA01,037767011,1.25
J02AC01,037766033,7
J02AC01,037766021,1.5
J02AC01,037766019,5
C09AA03,037765029,28
C09AA03,037765017,7
C09AA03,037764026,28
C09AA03,037764014,7
C09AA03,037763024,28
C09AA03,037763012,7
C09AA03,037762022,28
C09AA03,037762010,7
C09AA03,037761020,28
C09AA03,037761018,7
A02BC01,037760028,28
A02BC01,037760016,14
A02BC01,037759026,28
A02BC01,037759014,14
C02KX03,037758051,0
C02KX03,037758048,0
C02KX03,037758036,0
C02KX03,037758024,28
C02KX03,037758012,0
C09CA01,037757566,60
C09CA01,037757554,56
C09CA01,037757541,40
C09CA01,037757539,30
C09CA01,037757527,28
C09CA01,037757515,20
C09CA01,037757503,15
C09CA01,037757491,14
C09CA01,037757489,10
C09CA01,037757477,7.5
C09CA01,037757465,7
C09CA01,037757453,5
C09CA01,037757440,560
C09CA01,037757438,420
C09CA01,037757426,200
C09CA01,037757414,196
C09CA01,037757402,112
C09CA01,037757390,100
C09CA01,037757388,42
C09CA01,037757376,30
C09CA01,037757364,28
C09CA01,037757352,20
C09CA01,037757349,14
C09CA01,037757337,280
C09CA01,037757325,210
C09CA01,037757313,100
C09CA01,037757301,98
C09CA01,037757299,56
C09CA01,037757287,50
C09CA01,037757275,21
C09CA01,037757263,15
C09CA01,037757251,14
C09CA01,037757248,10
C09CA01,037757236,7
C09CA01,037757224,140
C09CA01,037757212,105
C09CA01,037757200,50
C09CA01,037757198,49
C09CA01,037757186,28
C09CA01,037757174,25
C09CA01,037757162,10.5
C09CA01,037757150,7.5
C09CA01,037757147,7
C09CA01,037757135,5
C09CA01,037757123,3.5
C09CA01,037757111,70
C09CA01,037757109,52.5
C09CA01,037757097,25
C09CA01,037757085,24.5
C09CA01,037757073,14
C09CA01,037757061,12.5
C09CA01,037757059,5.25
C09CA01,037757046,3.75
C09CA01,037757034,3.5
C09CA01,037757022,2.5
C09CA01,037757010,1.75
V03AB25,037756044,14.28
V03AB25,037756032,7.143
V03AB25,037756020,7.14
V03AB25,037756018,3.571
N03AX11,037755408,133.33
N03AX11,037755396,66.66
N03AX11,037755384,60
N03AX11,037755372,40
N03AX11,037755360,33.33
N03AX11,037755358,20
N03AX11,037755345,18.66
N03AX11,037755333,13.33
N03AX11,037755321,10
N03AX11,037755319,6.66
N03AX11,037755307,66.66
N03AX11,037755295,33.33
N03AX11,037755283,30
N03AX11,037755271,20
N03AX11,037755269,16.66
N03AX11,037755257,10
N03AX11,037755244,9.33
N03AX11,037755232,6.66
N03AX11,037755220,5
N03AX11,037755218,3.33
N03AX11,037755206,33.33
N03AX11,037755194,16.66
N03AX11,037755182,15
N03AX11,037755170,10
N03AX11,037755168,8.33
N03AX11,037755156,5
N03AX11,037755143,4.66
N03AX11,037755131,3.33
N03AX11,037755129,2.5
N03AX11,037755117,1.66
N03AX11,037755105,16.67
N03AX11,037755093,8.33
N03AX11,037755081,7.5
N03AX11,037755079,5
N03AX11,037755067,4.16
N03AX11,037755055,2.5
N03AX11,037755042,2.33
N03AX11,037755030,1.66
N03AX11,037755028,1.25
N03AX11,037755016,0.83
A03AX13,037754013,3.996
V03AF02,037752019,3.333
L02BB03,037751157,280
L02BB03,037751144,200
L02BB03,037751132,140
L02BB03,037751120,100
L02BB03,037751118,98
L02BB03,037751106,90
L02BB03,037751094,84
L02BB03,037751082,50
L02BB03,037751070,30
L02BB03,037751068,28
L02BB03,037751056,20
L02BB03,037751043,14
L02BB03,037751031,10
L02BB03,037751029,7
L02BB03,037751017,5
C02CA04,037750116,20
C02CA04,037750104,500
C02CA04,037750092,100
C02CA04,037750080,30
C02CA04,037750078,50
C02CA04,037750066,30
C02CA04,037750054,250
C02CA04,037750041,50
C02CA04,037750039,15
C02CA04,037750027,25
C02CA04,037750015,15
J01MA02,037749037,9
J01MA02,037749025,3
J01MA02,037749013,2.5
J01CR02,037747021,11.2
J01CR02,037747019,5.6
M01AB15,037746029,6.667
M01AB15,037746017,3
M01AB15,037745027,6.667
M01AB15,037745015,3
J02AC01,037743034,7
J02AC01,037743022,1.5
J02AC01,037743010,5
C09BA05,037742273,300
C09BA05,037742261,100
C09BA05,037742259,99
C09BA05,037742246,98
C09BA05,037742234,56
C09BA05,037742222,50
C09BA05,037742210,45
C09BA05,037742208,30
C09BA05,037742196,28
C09BA05,037742184,20
C09BA05,037742172,18
C09BA05,037742160,10
C09BA05,037742158,300
C09BA05,037742145,100
C09BA05,037742133,99
C09BA05,037742121,98
C09BA05,037742119,60
C09BA05,037742107,56
C09BA05,037742095,50
C09BA05,037742083,45
C09BA05,037742071,30
C09BA05,037742069,28
C09BA05,037742057,20
C09BA05,037742044,18
C09BA05,037742032,10
C09BA05,037742020,14
C09BA05,037742018,14
C09BA02,037741028,28
C09BA02,037741016,14
C02CA04,037740026,20
C02CA04,037740014,15
C05CA53,037739048,15
C05CA03,037739036,15
C05CA53,037739024,15
C05CA03,037739012,15
C05CA53,037738097,0.55
C05CA53,037738085,33.33
C05CA53,037738061,15
C05CA53,037738059,15
C05CA53,037738046,15
C05CA53,037738034,15
C05CA53,037738022,15
C05CA53,037738010,15
R06AE07,037737020,20
R06AE07,037737018,20
R06AE07,037736028,20
R06AE07,037736016,20
L01CA04,037735065,81.96
L01CA04,037735053,16.39
L01CA04,037735040,40.984
L01CA04,037735038,8.197
L01CA04,037735026,8.19
L01CA04,037735014,1.63
A07EC02,037734023,96
A07EC02,037734011,48
C09CA01,037733300,250
C09CA01,037733298,62.5
C09CA01,037733286,100
C09CA01,037733274,25
C09CA01,037733262,30
C09CA01,037733250,28
C09CA01,037733247,7.5
C09CA01,037733235,7
C09CA01,037733223,280
C09CA01,037733211,210
C09CA01,037733209,100
C09CA01,037733197,98
C09CA01,037733185,56
C09CA01,037733173,50
C09CA01,037733161,21
C09CA01,037733159,15
C09CA01,037733146,14
C09CA01,037733134,10
C09CA01,037733122,7
C09CA01,037733110,70
C09CA01,037733108,52.5
C09CA01,037733096,25
C09CA01,037733084,24.5
C09CA01,037733072,56
C09CA01,037733060,12.5
C09CA01,037733058,5.25
C09CA01,037733045,3.75
C09CA01,037733033,3.5
C09CA01,037733021,2.5
C09CA01,037733019,1.75
J01DC02,037732322,24
J01DC02,037732310,6
J01DC02,037732308,6
J01DC02,037732296,14
J01DC02,037732284,12
J01DC02,037732272,10
J01DC02,037732260,8
J01DC02,037732258,12
J01DC02,037732245,7
J01DC02,037732233,6
J01DC02,037732221,5
J01DC02,037732219,4
J01DC02,037732207,6
J01DC02,037732195,3.5
J01DC02,037732183,3
J01DC02,037732171,2.5
J01DC02,037732169,2
J01DC02,037732157,24
J01DC02,037732144,14
J01DC02,037732132,12
J01DC02,037732120,10
J01DC02,037732118,8
J01DC02,037732106,12
J01DC02,037732094,7
J01DC02,037732082,6
J01DC02,037732070,5
J01DC02,037732068,4
J01DC02,037732056,6
J01DC02,037732043,3.5
J01DC02,037732031,3
J01DC02,037732029,2.5
J01DC02,037732017,2
D01BA02,037731130,100
D01BA02,037731128,50
D01BA02,037731116,8
D01BA02,037731104,112
D01BA02,037731092,98
D01BA02,037731080,56
D01BA02,037731078,50
D01BA02,037731066,42
D01BA02,037731054,30
D01BA02,037731041,28
D01BA02,037731039,14
D01BA02,037731027,10
D01BA02,037731015,7
C09BA05,037728209,300
C09BA05,037728197,28
C09BA05,037728185,100
C09BA05,037728173,98
C09BA05,037728161,50
C09BA05,037728159,28
C09BA05,037728146,20
C09BA05,037728134,14
C09BA05,037728122,10
C09BA05,037728110,7
C09BA05,037728108,300
C09BA05,037728096,28
C09BA05,037728084,100
C09BA05,037728072,98
C09BA05,037728060,50
C09BA05,037728058,28
C09BA05,037728045,20
C09BA05,037728033,14
C09BA05,037728021,10
C09BA05,037728019,7
N05CD08,037727132,66.667
N05CD08,037727120,33.333
N05CD08,037727118,66.667
N05CD08,037727106,33.33
N05CD08,037727094,13.33
N05CD08,037727082,33.33
N05CD08,037727070,16.66
N05CD08,037727068,10
N05CD08,037727056,3.333
N05CD08,037727043,6.667
N05CD08,037727031,3.33
N05CD08,037727029,1.33
N05CD08,037727017,3.33
D05AX02,037726027,0
D05AX02,037726015,15
L02BB03,037725088,100
L02BB03,037725076,100
L02BB03,037725064,90
L02BB03,037725052,84
L02BB03,037725049,56
L02BB03,037725037,30
L02BB03,037725025,28
L02BB03,037725013,10
L02BB03,037724123,100
L02BB03,037724111,50
L02BB03,037724109,100
L02BB03,037724097,98
L02BB03,037724085,90
L02BB03,037724073,84
L02BB03,037724061,60
L02BB03,037724059,56
L02BB03,037724046,50
L02BB03,037724034,30
L02BB03,037724022,28
L02BB03,037724010,20
L01XA02,037723032,0
L01XA02,037723020,0
L01XA02,037723018,0
G04CB01,037722271,0
G04CB01,037722269,10
G04CB01,037722257,0
G04CB01,037722244,15
G04CB01,037722232,300
G04CB01,037722220,100
G04CB01,037722218,0
G04CB01,037722206,0
G04CB01,037722194,0
G04CB01,037722182,0
G04CB01,037722170,0
G04CB01,037722168,0
G04CB01,037722156,0
G04CB01,037722143,0
G04CB01,037722131,0
G04CB01,037722129,0
G04CB01,037722117,0
G04CB01,037722105,0
G04CB01,037722093,300
G04CB01,037722081,100
G04CB01,037722079,98
G04CB01,037722067,50
G04CB01,037722055,49
G04CB01,037722042,30
G04CB01,037722030,28
G04CB01,037722028,14
G04CB01,037722016,7
N03AX09,037721824,133.33
N03AX09,037721812,66.66
N03AX09,037721800,60
N03AX09,037721798,40
N03AX09,037721786,37.33
N03AX09,037721774,33.33
N03AX09,037721762,20
N03AX09,037721750,18.66
N03AX09,037721747,66.66
N03AX09,037721735,33.33
N03AX09,037721723,30
N03AX09,037721711,20
N03AX09,037721709,18.66
N03AX09,037721697,16.66
N03AX09,037721685,10
N03AX09,037721673,9.33
N03AX09,037721661,33.33
N03AX09,037721659,16.66
N03AX09,037721646,15
N03AX09,037721634,10
N03AX09,037721622,9.33
N03AX09,037721610,8.33
N03AX09,037721608,7
N03AX09,037721596,5
N03AX09,037721584,4.66
N03AX09,037721572,7.5
N03AX09,037721560,5
N03AX09,037721558,4.66
N03AX09,037721545,4.16
N03AX09,037721533,3.5
N03AX09,037721521,2.5
N03AX09,037721519,2.33
N03AX09,037721507,1.75
N03AX09,037721495,1.5
N03AX09,037721483,1
N03AX09,037721471,0.93
N03AX09,037721469,0.83
N03AX09,037721457,0.5
N03AX09,037721444,0.46
N03AX09,037721432,0.2
N03AX09,037721420,0.18
N03AX09,037721418,133.33
N03AX09,037721406,66.66
N03AX09,037721394,60
N03AX09,037721382,40
N03AX09,037721370,37.33
N03AX09,037721368,33.33
N03AX09,037721356,20
N03AX09,037721343,18.66
N03AX09,037721331,66.66
N03AX09,037721329,33.33
N03AX09,037721317,30
N03AX09,037721305,20
N03AX09,037721293,18.667
N03AX09,037721281,16.66
N03AX09,037721279,10
N03AX09,037721267,9.33
N03AX09,037721255,33.33
N03AX09,037721242,16.66
N03AX09,037721230,15
N03AX09,037721228,10
N03AX09,037721216,9.333
N03AX09,037721204,8.33
N03AX09,037721192,7
N03AX09,037721180,5
N03AX09,037721178,4.66
N03AX09,037721166,7.5
N03AX09,037721154,5
N03AX09,037721141,4.66
N03AX09,037721139,4.16
N03AX09,037721127,3.5
N03AX09,037721115,2.5
N03AX09,037721103,2.33
N03AX09,037721091,1.75
N03AX09,037721089,1.5
N03AX09,037721077,1
N03AX09,037721065,0.93
N03AX09,037721053,0.83
N03AX09,037721040,0.5
N03AX09,037721038,0.46
N03AX09,037721026,0.2
N03AX09,037721014,0.18
J01FA09,037720315,140
J01FA09,037720303,100
J01FA09,037720291,100
J01FA09,037720289,60
J01FA09,037720277,50
J01FA09,037720265,42
J01FA09,037720253,30
J01FA09,037720240,21
J01FA09,037720238,20
J01FA09,037720226,16
J01FA09,037720214,15
J01FA09,037720202,14
J01FA09,037720190,12
J01FA09,037720188,10
J01FA09,037720176,8
J01FA09,037720164,7
J01FA09,037720152,6
J01FA09,037720149,5
J01FA09,037720137,50
J01FA09,037720125,50
J01FA09,037720113,25
J01FA09,037720101,24.5
J01FA09,037720099,12
J01FA09,037720087,10.5
J01FA09,037720075,10
J01FA09,037720063,8
J01FA09,037720051,7.5
J01FA09,037720048,7
J01FA09,037720036,6
J01FA09,037720024,5
J01FA09,037720012,4
J01MA02,037718032,9
J01MA02,037718020,3
J01MA02,037718018,2.5
G04CB01,037717117,50
G04CB01,037717105,56
G04CB01,037717093,28
G04CB01,037717081,14
G04CB01,037717079,120
G04CB01,037717067,100
G04CB01,037717055,60
G04CB01,037717042,50
G04CB01,037717030,30
G04CB01,037717028,15
G04CB01,037717016,10
S01FA56,037716053,0
S01FA56,037716040,0
S01FA56,037716038,20
S01FA56,037716026,0
S01FA56,037716014,1
L01CD01,037714045,0
L01CD01,037714033,0
L01CD01,037714021,0
L01CD01,037714019,0
R06AE07,037713157,60
R06AE07,037713144,50
R06AE07,037713132,100
R06AE07,037713120,100
R06AE07,037713118,90
R06AE07,037713106,50
R06AE07,037713094,30
R06AE07,037713082,20
R06AE07,037713070,15
R06AE07,037713068,14
R06AE07,037713056,10
R06AE07,037713043,7
R06AE07,037713031,250
R06AE07,037713029,100
R06AE07,037713017,30
C09AA05,037712231,14
C09AA05,037712229,7
C09AA05,037712217,28
C09AA05,037712205,240
C09AA05,037712193,224
C09AA05,037712181,120
C09AA05,037712179,112
C09AA05,037712167,84
C09AA05,037712155,120
C09AA05,037712142,112
C09AA05,037712130,60
C09AA05,037712128,56
C09AA05,037712116,42
C09AA05,037712104,60
C09AA05,037712092,56
C09AA05,037712080,30
C09AA05,037712078,28
C09AA05,037712066,21
C09AA05,037712054,30
C09AA05,037712041,28
C09AA05,037712039,15
C09AA05,037712027,14
C09AA05,037712015,10.5
A06AD65,037711191,0
A06AD65,037711189,0
A06AD65,037711177,0
A06AD65,037711165,0
A06AD65,037711153,0
A06AD65,037711140,0
A06AD65,037711138,0.5
A06AD65,037711126,0
A06AD65,037711064,0
A06AD65,037711052,0
A06AD65,037711049,0
A06AD65,037711037,0
A06AD65,037711025,0
A06AD65,037711013,0.5
C09AA03,037710148,25
C09AA03,037710136,200
C09AA03,037710124,120
C09AA03,037710112,100
C09AA03,037710100,60
C09AA03,037710098,56
C09AA03,037710086,30
C09AA03,037710074,28
C09AA03,037710062,50
C09AA03,037710050,30
C09AA03,037710047,15
C09AA03,037710035,14
C09AA03,037710023,7.5
C09AA03,037710011,7
B02AB02,037709019,1.667
C10AA01,037708334,133.333
C10AA01,037708322,130.667
C10AA01,037708310,112
C10AA01,037708308,80
C10AA01,037708296,74.667
C10AA01,037708284,66.667
C10AA01,037708272,53.333
C10AA01,037708260,40
C10AA01,037708258,37.333
C10AA01,037708245,26.667
C10AA01,037708233,13.333
C10AA01,037708221,66.667
C10AA01,037708219,65.333
C10AA01,037708207,56
C10AA01,037708195,40
C10AA01,037708183,37.333
C10AA01,037708171,33.333
C10AA01,037708169,26.667
C10AA01,037708157,20
C10AA01,037708144,18.667
C10AA01,037708132,13.333
C10AA01,037708120,6.667
N03AX11,037707647,133.33
N03AX11,037707635,66.66
N03AX11,037707623,40
N03AX11,037707611,33.33
N03AX11,037707609,18.66
N03AX11,037707597,13.33
N03AX11,037707585,66.66
N03AX11,037707573,33.33
N03AX11,037707561,20
N03AX11,037707559,16.66
N03AX11,037707546,9.33
N03AX11,037707534,6.66
N03AX11,037707522,33.33
N03AX11,037707510,16.66
N03AX11,037707508,10
N03AX11,037707496,8.33
N03AX11,037707484,4.66
N03AX11,037707472,3.33
N03AX11,037707460,16.66
N03AX11,037707458,8.33
N03AX11,037707445,5
N03AX11,037707433,4.16
N03AX11,037707421,2.33
N03AX11,037707419,1.66
N03AX11,037707407,66.66
N03AX11,037707395,33.33
N03AX11,037707383,16.66
N03AX11,037707371,8.33
N03AX11,037707320,40
N03AX11,037707318,13.33
N03AX11,037707306,6.66
N03AX11,037707294,4
N03AX11,037707282,3.33
N03AX11,037707231,20
N03AX11,037707229,6.66
N03AX11,037707217,3.33
N03AX11,037707205,2
N03AX11,037707193,1.66
N03AX11,037707142,10
N03AX11,037707130,3.33
N03AX11,037707128,1.66
N03AX11,037707116,3
N03AX11,037707104,0.83
N03AX11,037707054,5
N03AX11,037707041,1.66
N03AX11,037707039,0.83
N03AX11,037707027,0.5
N03AX11,037707015,0.41
C08CA01,037706203,200
C08CA01,037706191,196
C08CA01,037706189,120
C08CA01,037706177,56
C08CA01,037706165,100
C08CA01,037706153,60
C08CA01,037706140,56
C08CA01,037706138,40
C08CA01,037706126,28
C08CA01,037706114,20
C08CA01,037706102,300
C08CA01,037706090,100
C08CA01,037706088,98
C08CA01,037706076,60
C08CA01,037706064,56
C08CA01,037706052,50
C08CA01,037706049,30
C08CA01,037706037,28
C08CA01,037706025,20
C08CA01,037706013,10
C10AA01,037705302,133.333
C10AA01,037705290,130.667
C10AA01,037705288,80
C10AA01,037705276,74.667
C10AA01,037705264,66.667
C10AA01,037705252,53.333
C10AA01,037705249,40
C10AA01,037705237,37.333
C10AA01,037705225,26.667
C10AA01,037705213,13.333
C10AA01,037705201,66.667
C10AA01,037705199,65.333
C10AA01,037705187,40
C10AA01,037705175,37.333
C10AA01,037705163,33.333
C10AA01,037705151,26.667
C10AA01,037705148,20
C10AA01,037705136,18.667
C10AA01,037705124,13.333
C10AA01,037705112,6.667
C10AA01,037705100,33.333
C10AA01,037705098,32.667
C10AA01,037705086,20
C10AA01,037705074,18.667
C10AA01,037705062,16.667
C10AA01,037705050,13.333
C10AA01,037705047,10
C10AA01,037705035,9.333
C10AA01,037705023,6.667
C10AA01,037705011,3.333
L01CA04,037703042,81.967
L01CA04,037703030,0
L01CA04,037703028,16.393
L01CA04,037703016,0
N03AF02,037702180,0
N03AF02,037702178,0
N03AF02,037702166,0
N03AF02,037702154,0
N03AF02,037702141,0
N03AF02,037702139,30
N03AF02,037702127,0
N03AF02,037702115,0
N03AF02,037702103,0
N03AF02,037702091,0
N03AF02,037702089,0
N03AF02,037702077,0
N03AF02,037702065,0
N03AF02,037702053,0
N03AF02,037702040,15
N03AF02,037702038,0
N03AF02,037702026,0
N03AF02,037702014,0
C08CA01,037701238,28
C08CA01,037701226,1000
C08CA01,037701214,600
C08CA01,037701202,200
C08CA01,037701190,600
C08CA01,037701188,200
C08CA01,037701176,196
C08CA01,037701164,100
C08CA01,037701152,60
C08CA01,037701149,56
C08CA01,037701137,40
C08CA01,037701125,20
C08CA01,037701113,500
C08CA01,037701101,300
C08CA01,037701099,100
C08CA01,037701087,300
C08CA01,037701075,100
C08CA01,037701063,98
C08CA01,037701051,50
C08CA01,037701048,30
C08CA01,037701036,28
C08CA01,037701024,20
C08CA01,037701012,10
S01ED01,037700010,30
V09IX04,037698014,0
N06AX12,037697063,90
N06AX12,037697051,30
N06AX12,037697048,7
N06AX12,037697036,45
N06AX12,037697024,15
N06AX12,037697012,3.5
S01BC03,037696010,33.333
J01MA02,037695172,9
J01MA02,037695160,3
J01MA02,037695158,37.5
J01MA02,037695145,75
J01MA02,037695133,22.5
J01MA02,037695121,15
J01MA02,037695119,7.5
J01MA02,037695107,25
J01MA02,037695095,50
J01MA02,037695083,15
J01MA02,037695071,10
J01MA02,037695069,5
J01MA02,037695057,12.5
J01MA02,037695044,25
J01MA02,037695032,7.5
J01MA02,037695020,5
J01MA02,037695018,2.5
G04CB01,037694092,100
G04CB01,037694080,100
G04CB01,037694078,100
G04CB01,037694066,98
G04CB01,037694054,50
G04CB01,037694041,50
G04CB01,037694039,30
G04CB01,037694027,28
G04CB01,037694015,15
A02BC01,037693025,14
A02BC01,037693013,7
C09AA05,037692581,2000
C09AA05,037692579,224
C09AA05,037692567,112
C09AA05,037692555,1000
C09AA05,037692542,500
C09AA05,037692530,2000
C09AA05,037692528,1200
C09AA05,037692516,400
C09AA05,037692504,396
C09AA05,037692492,399.2
C09AA05,037692480,360
C09AA05,037692478,224
C09AA05,037692466,200
C09AA05,037692454,180
C09AA05,037692441,120
C09AA05,037692439,80
C09AA05,037692427,72
C09AA05,037692415,60
C09AA05,037692403,56
C09AA05,037692391,40
C09AA05,037692389,28
C09AA05,037692377,1000
C09AA05,037692365,600
C09AA05,037692353,200
C09AA05,037692340,198
C09AA05,037692338,196
C09AA05,037692326,180
C09AA05,037692314,112
C09AA05,037692302,100
C09AA05,037692290,90
C09AA05,037692288,60
C09AA05,037692276,56
C09AA05,037692264,42
C09AA05,037692252,40
C09AA05,037692249,36
C09AA05,037692237,30
C09AA05,037692225,20
C09AA05,037692201,500
C09AA05,037692199,300
C09AA05,037692187,100
C09AA05,037692175,99
C09AA05,037692163,98
C09AA05,037692151,90
C09AA05,037692148,60
C09AA05,037692136,50
C09AA05,037692124,45
C09AA05,037692112,30
C09AA05,037692100,20
C09AA05,037692098,18
C09AA05,037692086,15
C09AA05,037692074,14
C09AA05,037692062,10
C09AA05,037692050,7
C09AA05,037692047,112
C09AA05,037692035,28
C09AA05,037692023,28
J02AC01,037691033,7
J02AC01,037691021,1.5
J02AC01,037691019,5
C07AB07,037690385,50
C07AB07,037690373,50
C07AB07,037690361,30
C07AB07,037690359,56
C07AB07,037690346,28
C07AB07,037690334,14
C07AB07,037690322,100
C07AB07,037690310,60
C07AB07,037690308,50
C07AB07,037690296,30
C07AB07,037690284,20
C07AB07,037690272,56
C07AB07,037690260,28
C07AB07,037690258,14
C07AB07,037690245,100
C07AB07,037690233,60
C07AB07,037690221,50
C07AB07,037690219,30
C07AB07,037690207,20
C07AB07,037690195,25
C07AB07,037690183,25
C07AB07,037690171,15
C07AB07,037690169,28
C07AB07,037690157,14
C07AB07,037690144,7
C07AB07,037690132,50
C07AB07,037690120,30
C07AB07,037690118,25
C07AB07,037690106,15
C07AB07,037690094,10
C07AB07,037690082,28
C07AB07,037690070,14
C07AB07,037690068,7
C07AB07,037690056,50
C07AB07,037690043,30
C07AB07,037690031,25
C07AB07,037690029,15
C07AB07,037690017,10
J02AC01,037688076,2
J02AC01,037688064,1
J02AC01,037688052,0.5
J02AC01,037688049,7
J02AC01,037688037,1.5
J02AC01,037688025,5
J02AC01,037688013,1.75
J01MA02,037687035,9
J01MA02,037687023,3
J01MA02,037687011,2.5
N06AX12,037685068,90
N06AX12,037685056,30
N06AX12,037685043,7
N06AX12,037685031,45
N06AX12,037685029,15
N06AX12,037685017,3.5
G03AA10,037684065,168
G03AA10,037684053,84
G03AA10,037684040,28
G03AA10,037684038,168
G03AA10,037684026,84
G03AA10,037684014,28
C10AA03,037683339,18.667
C10AA03,037683327,9.333
C10AA03,037683315,4.667
C10AA03,037683303,266.667
C10AA03,037683291,133.333
C10AA03,037683289,130.667
C10AA03,037683277,74.667
C10AA03,037683265,66.667
C10AA03,037683253,40
C10AA03,037683240,37.333
C10AA03,037683238,26.667
C10AA03,037683226,13.333
C10AA03,037683214,5.333
C10AA03,037683202,133.333
C10AA03,037683190,66.667
C10AA03,037683188,65.333
C10AA03,037683176,37.333
C10AA03,037683164,33.333
C10AA03,037683152,20
C10AA03,037683149,18.667
C10AA03,037683137,13.333
C10AA03,037683125,6.667
C10AA03,037683113,2.667
C10AA03,037683101,66.667
C10AA03,037683099,33.333
C10AA03,037683087,32.667
C10AA03,037683075,18.667
C10AA03,037683063,16.667
C10AA03,037683051,10
C10AA03,037683048,9.333
C10AA03,037683036,6.667
C10AA03,037683024,3.333
C10AA03,037683012,1.333
C10AA03,037682426,266.667
C10AA03,037682414,133.333
C10AA03,037682402,130.667
C10AA03,037682390,74.667
C10AA03,037682388,66.667
C10AA03,037682376,40
C10AA03,037682364,37.333
C10AA03,037682352,26.667
C10AA03,037682349,18.667
C10AA03,037682337,13.333
C10AA03,037682325,9.333
C10AA03,037682313,133.333
C10AA03,037682301,66.667
C10AA03,037682299,65.333
C10AA03,037682287,37.333
C10AA03,037682275,33.333
C10AA03,037682263,20
C10AA03,037682251,18.667
C10AA03,037682248,13.333
C10AA03,037682236,6.667
C10AA03,037682224,4.667
C10AA03,037682212,18.667
C10AA03,037682200,13.333
C10AA03,037682198,6.667
C10AA03,037682186,266.667
C10AA03,037682174,133.333
C10AA03,037682162,130.667
C10AA03,037682150,74.667
C10AA03,037682147,66.667
C10AA03,037682135,40
C10AA03,037682123,37.333
C10AA03,037682111,26.667
C10AA03,037682109,9.333
C10AA03,037682097,133.333
C10AA03,037682085,66.667
C10AA03,037682073,65.333
C10AA03,037682061,37.333
C10AA03,037682059,33.333
C10AA03,037682046,20
C10AA03,037682034,18.667
C10AA03,037682022,13.333
C10AA03,037682010,4.667
N05CF02,037681119,0
N05CF02,037681107,0
N05CF02,037681095,0
N05CF02,037681083,0
N05CF02,037681071,0
N05CF02,037681069,30
N05CF02,037681057,0
N05CF02,037681044,20
N05CF02,037681032,0
N05CF02,037681020,0
N05CF02,037681018,0
C08CA01,037680028,28
C08CA01,037680016,28
C08CA01,037679026,28
C08CA01,037679014,28
C08CA01,037678024,28
C08CA01,037678012,28
C09BA02,037677059,100
C09BA02,037677046,50
C09BA02,037677034,30
C09BA02,037677022,14
C09BA02,037677010,10
C08CA01,037676020,28
C08CA01,037676018,28
C08CA01,037675028,28
C08CA01,037675016,28
C08CA01,037674025,28
C08CA01,037674013,28
J02AC01,037673074,2
J02AC01,037673062,1
J02AC01,037673050,0.5
J02AC01,037673047,7
J02AC01,037673035,1.5
J02AC01,037673023,5
J02AC01,037673011,1.75
J02AC01,037672072,2
J02AC01,037672060,1
J02AC01,037672058,0.5
J02AC01,037672045,7
J02AC01,037672033,1.5
J02AC01,037672021,5
J02AC01,037672019,1.75
B02AA02,037671017,1.25
J01FA09,037670039,21
J01FA09,037670027,14
J01FA09,037670015,6
C10AA01,037669052,37.333
C10AA01,037669049,13.333
C10AA01,037669037,18.667
C10AA01,037669025,6.667
